College Code,College Name,District,Pincode
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 25000 Charges Max Transport 40000 Charges,N) Min Transport 25000 Charges Max Transport 40000 Charges 68 District,601301
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 18000 Charges Max Transport 30000 Charges Chennai Institute of Technology Autonomous Puduper Village Nandambakkam,Nandambakkam District,600069
5000,Electricity EA No Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 50000 Charges Max Transport 60000 Charges,Chengalpattu District,603319
7500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 38000 Charges,Kallakkurichi District,607204
1200,Electricity Charges Caution 12000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 25000 Charges Max Transport 25000 Charges,N) Min Transport 25000 Charges Max Transport 25000 Charges 72 District,601301
12000,Electricity 12000 12000 Charges Caution Deposit Establishment 30000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 45000 Charges G K M College of Engineering and Technology Alappakkam-Mappedu Road Chennai,Chennai District,600063
750,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 23000 Charges I F E T College of Engineering Autonomous Gangarampalayam,Villupuram District,605108
417,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 26300 Charges Karpaga Vinayaga College of Engineering and Technology Palayanoor Post,Chengalpattu District,603308
308,DT MADHURANTHAGAM TK Bank 1888101011988 Name of the Principal DR P KASINATHA PANDIAN A/c No. / Dean. Bank CANARA BANK Name Address. GST ROAD CHINNA KOLAMBAKKAM Distance in KMS PALAYANOOR PO CHENGALPATTU from Dist.HQ Nearest CHENGALPATTU Railway Station Taluk MADHURANTHAGAM TK Distance in KMS CHENGALPATTU Minority No Status,from Nearest Railway Station District,603308
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 11550 Charges Max Transport 41500 Charges,N) Min Transport 11550 Charges Max Transport 41500 Charges 76 District,600069
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 30000 Charges,Villupuram District,604304
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 14000 Charges Max Transport 29000 Charges Sri Venkateswaraa College of Technology Sirukulathur Vadakkal Village Pondur Post,Kancheepuram District,602105
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 40000 Charges Prince Shri Venkateshwara Padmavathy Engineering College Autonomous Ponmar,Ponmar District,600048
400,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 33000 Charges Max Transport 40000 Charges,Kallakurichi District,606201
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges,N) Min Transport 7500 Charges Max Transport 15000 Charges 81 District,602024
835,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 30000 Charges,N) Min Transport 20000 Charges Max Transport 30000 Charges 82 District,600044
18000,Electricity 18000 18000 CI No - Charges Caution 10000 Deposit Establishment 15000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 23000 Charges Max Transport 42500 Charges,N) Min Transport 23000 Charges Max Transport 42500 Charges 83 District,600048
750,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 40000 Charges,Villupuram District,607107
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 16500 Charges,N) Min Transport 5000 Charges Max Transport 16500 Charges 85 District,603203
603,"Asan Memorial College of Engineering and Technology Chengalpattu- . Bank 16570200000630 Name of the Principal DR V K GNANAVEL A/c No. / Dean. Bank FEDERAL BANK Name Address. ""ASAN NAGAR"" 9TH KM Distance in KMS CHENGAPATTU-MAHABALIPURAM from Dist.HQ HIGHWAY CHENGALPATTU Nearest CHENGALPATTU Railway Station Taluk THIRUPORUR Distance in KMS CHENGALPATTU Minority Yes Status",from Nearest Railway Station District,603105
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 35000 Charges,N) Min Transport 15000 Charges Max Transport 35000 Charges 87 District,601301
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 35000 Charges,N) Min Transport 20000 Charges Max Transport 35000 Charges 88 District,600127
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 16000 Charges Max Transport 32000 Charges,N) Min Transport 16000 Charges Max Transport 32000 Charges 89 District,601301
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 18000 Charges Max Transport 30000 Charges Maha Bharathi Engineering College A Vasudevanur Chinnasalem,Kallakurichi District,606201
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges New Prince Shri Bhavani College of Engineering and Technology Autonomous,N) Min Transport 1500 Charges Max Transport 25000 Charges 91 New Prince Shri Bhavani College of Engineering and Technology (Autonomous) District,600073
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 16000 Charges Max Transport 20000 Charges Rajalakshmi Institute of Technology Autonomous Irulapalayam Kuthampakkam Post,Kancheepuram District,600124
500,Electricity Charges Caution 10000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 40000 Charges Max Transport 40000 Charges,Villupuram District,605652
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 10000 Charges A R Engineering College Vadakuchipalayam Kappiyampuliyur Post,Villupuram District,605601
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35000 Charges,N) Min Transport 5000 Charges Max Transport 35000 Charges 95 District,601301
2400,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 25000 Charges,Vellore District,632101
200,Electricity Charges Caution Deposit Establishment Charges Admission 75000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges A K T Memorial College of Engineering and Technology Neelamangalam Village,Kallakurichi District,606202
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Prince Dr. K Vasudevan College of Engineering and Technology,N) Min Transport 5500 Charges Max Transport 25000 Charges 98 Prince Dr. K Vasudevan College of Engineering and Technology District,600127
400,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 33000 Charges Max Transport 40000 Charges Chendu College of Engineering and Technology Zamin Endathur Village Madurantakam,Chengalpattu District,600127
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 35000 Charges Sri Rangapoopathi College of Engineering Alampoondi Village Gingee Villupuram,District,604151
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 19000 Charges Saraswathy College of Engineering and Technology NH- Main Road Olakkur,Villupuram District,604307
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Loyola ICAM College of Engineering and Technology Loyola College Campus,Loyola College Campus District,600034
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges,N) Min Transport 0 Charges Max Transport 0 Charges 103 District,600048
400,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 50000 Charges,Ranipet District,632506
500,Electricity Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai,District,604410
100,Electricity Charges Caution Deposit Establishment Charges Admission 40000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Thiruvannamalai District,606603
150,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 18000 Charges Max Transport 27000 Charges C Abdul Hakeem College of Engineering and Technology Melvisharam,Ranipet District,632509
380,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 28000 Charges,Vellore District,632102
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 25250 Charges Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar West Chennai,Chennai District,600078
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 11000 Charges Max Transport 32000 Charges,Thiruppattur District,635751
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges,Ranipet District,632513
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 12000 Charges,Thiruvannamalai District,606611
10000,Electricity 10000 10000 Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 30000 Charges,Thiruvannamalai District,632317
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges,Vellore District,632002
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges,Kancheepuram District,631551
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges Thiruvalluvar College of Engineering and Technology Vandavasi,Thiruvannamalai District,604505
0,Electricity Charges Caution 10000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35000 Charges,Thiruppathur District,635854
3000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 24500 Charges Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk,Vellore District,632059
6000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 32860 Charges Global Institute of Engineering and Technology Bangalore-Chennai Highway,Ranipet District,632506
1,Address. NO. / BANGALORE - CHENNAI Bank 32212351429 Name of the Principal DR V NATARAJAN A/c No. / Dean. Bank STATE BANK OF INDIA Name Distance in KMS HIGHWAY MELVISHARAM from Dist.HQ Nearest WALAJAH ROAD Taluk WALAJAH Railway Station Distance in KMS RANIPET from Nearest Railway Station Minority No,District,632509
500,Electricity Charges Caution Deposit Establishment Charges Admission 10000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 28800 Charges Annamalaiar College of Engineering Modaiyur Village Polur Taluk Thiruvannamalai,District,606902
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur,District,635601
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 14000 Charges Sri Krishna College of Engineering Tiruttani High Road Arakkonam,Ranipet District,631003
750,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 25000 Charges Oxford College of Engineering Venmani Village Karaipoondi Post Polur Taluk,Thiruvannamalai District,606803
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Kallakkurichi District,606201
60,Hostel IT No - Boys Girls Facilities Accomodation Available No Yes for UG Permanent or Rental Not-Availab Permanent P/R le Type of Mess Not-Availab Both Veg/NV le Mess Bill - Room Rent - Electricity - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges Government College of Technology Autonomous Thadagam Road,Coimbatore District,641013
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges,Coimbatore District,641004
30,Charges TT Yes Max Transport Charges Coimbatore Institute of Technology Autonomous Civil Aerodrome Post Coimbatore,District,641014
500,Electricity AT No - Charges Caution Deposit Establishment 11000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor,Coimbatore District,641046
50,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem,District,637304
8000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges,Namakkal District,637408
650,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 19000 Charges N S N College of Engineering and Technology Karur-Madurai NH7 Manalmedu Karur,District,639003
2500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 24000 Charges Rathinam Technical Campus Autonomous Pollachi Road Eachanari Coimbatore,Coimbatore District,641021
300,Electricity Charges Caution Deposit Establishment Charges Admission 16000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Aishwarya College of Engineering and Technology Errattaikaradu Paruvachi Post Anthiyur,Erode District,638312
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 18000 Charges Asian College of Engineering and Technology Asian College Road Kondayampalayam,Coimbatore District,641110
2,Address. / ASIAN COLLEGE ROAD NEAR Bank 0663053000005074 Name of the Principal DR S V SARAVANAN B E MBA M E PHD A/c No. / Dean. Bank SOUTH INDIAN BANK Name Distance in KMS SARAVANAMPATTY from Dist.HQ KONDAYAMPALAYAM COIMBATORE Nearest THUDIYALUR RAILWAY STATION Railway Station Taluk ANNUR Distance in KMS COIMBATORE Minority No Status,from Nearest Railway Station District,641110
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 25000 Charges,Salem District,636111
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 30000 Charges Sri Ranganathar Institute of Engineering and Technology Thudialur-Kovilpalay Road,Coimbatore District,641110
162,Address. / ATHIPALAYAM THUDIYALUR Bank 5482214000002 Name of the Principal DR H GANESAN A/c No. / Dean. Bank CANARA BANK Name Distance in KMS KOVILPALAYAM ROAD COIMBATORE from Dist.HQ Nearest COIMBATORE JN Taluk COIMBATORE NORTH Railway Station Distance in KMS COIMBATORE from Nearest Railway Station Minority No,District,621110
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 25500 Charges Indian Institute of Handloom Technology Foulke s Compound Thillai Nagar Salem,District,636001
100,Electricity Charges Caution 10000 Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Shree Sathyam College of Engineering and Technology NH- Manjakkalpatti Kuppanur,Salem District,637301
300,Electricity Charges Caution 15000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 40000 Charges Dhaanish Ahmed Institute of Technology Pichanur Post Near K G Chavadi Coimbatore,District,641105
641,Bank 5689201000112 Name of the Principal DR T P JAYAKUMAR A/c No. / Dean. Bank CANARA BANK Name Address. 167A Distance in KMS THOTTIAPALAYAM KATHANKANNI from Dist.HQ POST Nearest UTHUKULI Railway Station Taluk KANGAYAM Distance in KMS from Nearest Railway Station TIRUPPUR Minority No Status,District,641604
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges Pollachi Institute of Engineering and Technology Main Road Poosaripatti Pollachi Taluk,Coimbatore District,642205
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 12000 Charges,Karur District,639206
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 14500 Charges V S B College of Engineering Autonomous Technical Campus Ealur Pirivu,Coimbatore District,642109
20,Address. NH- COIMBATORE-POLLACHI Distance in KMS Bank 912010053009534 Name of the Principal DR V VELMURUGAN A/c No. / Dean. Bank AXIS BANK Name MAIN ROAD EALUR from Dist.HQ PIRIVU SOLAVAMPALAYAM PO COI Nearest KINATHUKADAVU,COI Nearest KINATHUKADAVU District,642109
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges Suguna College of Engineering Kalappatti Road Civil Aerodrome Post Coimbatore,District,641014
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Arjun College of Technology Chettiyakkapalayam Kinathukadavu,Coimbatore District,642120
120,DISTRICT - . Railway Station Distance in KMS COIMBATORE Status Autonomous No,Taluk KINATHUKADAVU from Nearest Railway Station Minority No District,642120
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 24000 Charges,Dharmapuri District,635704
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore,Coimbatore District,641062
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 43700 Charges,Krishnagiri District,635109
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges,Namakkal District,637013
100,Electricity Charges Caution Deposit Establishment Charges Admission 10000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges,Krishnagiri District,635104
1150,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges,Dharmapuri District,636813
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges K S Rangasamy College of Technology Autonomous Tiruchengode,Namakkal District,637215
1000,Electricity EV No - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 40000 Charges Max Transport 40000 Charges M Kumarasamy College of Engineering Autonomous Thalavapalayam,Karur District,639113
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 38000 Charges Mahendra Engineering College Autonomous Mahendhirapuri Mallasamudram Namakkal,District,637503
60,Charges MZ No - Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35000 Charges,Namakkal District,637408
7,Paavai Engineering College Autonomous NH- Pachal Post,Namakkal District,637018
60,Charges MZ No - Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 33600 Charges,Namakkal District,637207
4800,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges,Namakkal District,637215
215,NAGAR TIRUCHENGODE - Bank 922020045009933 Name of the Principal DR P SENTHILKUMAR A/c No. / Dean. Bank AXIS BANK LTD Name Address. K.S.R. COLLEGE OF ENGINEERING Distance in KMS AUTONOMOUS K.S.R. KALVI from Dist.HQ Nearest ERODE Railway Station Taluk TIRUCHENGODE Distance in KMS NAMAKKAL Minority No Status,from Nearest Railway Station District,637215
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 40000 Charges Max Transport 40000 Charges,Namakkal District,638183
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 10000 Charges,Salem District,636011
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Dharmapuri District,635205
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Namakkal District,637205
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges Vivekanandha College of Engineering for Women Autonomous Sathinaickenpalayam,Namakkal District,637205
60,for UG TS No - Permanent or Rental Not-Availab Permanent P/R le Type of Mess Not-Availab Both Veg/NV le Mess Bill - Room Rent - Electricity - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Karur District,639111
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 21000 Charges Mahendra College of Engineering Attur Road Minnampalli Valapady,Salem District,636106
1200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35000 Charges Gnanamani College of Technology Autonomous Pachal Post Namakkal,Namakkal District,637018
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Salem District,634456
2000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 22500 Charges,Namakkal District,637003
7,Paavai College of Engineering NH- Pachal Post,Namakkal District,637018
550,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 33600 Charges Chettinad College of Engineering and Technology NH- Trichy Main Road Puliyur C F,Karur District,639114
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 18000 Charges Mahendra Institute of Technology Autonomous Mahendhirapuri Mallasamudram,Namakkal District,637503
637,Bank 143001001904894 Name of the Principal DR K POORANA PRIYA A/c No. / Dean. Bank CITY UNION BANK Name Address. VARAHOORAMPATTI VILLAGE Distance in KMS KOOTTAPALLI POST from Dist.HQ Nearest ERODE AND SANKARIDURG Taluk TIRUCHENGODE Railway Station Distance in KMS NAMAKKAL from Nearest Railway Station Minority No,Namakkal District,637214
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Excel Engineering College Autonomous NH- Salem Main Road Pallakapalayam,Namakkal District,637303
60,Charges CJ No - Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 12000 Charges,Namakkal District,637003
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Salem District,636003
350,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 18000 Charges,Namakkal District,637205
60,IT No - Hostel Boys Girls Facilities Accomodation Available No Yes for UG Permanent or Rental Not-Availab Permanent P/R le Type of Mess Not-Availab Both Veg/NV le Mess Bill - 40000 Room Rent - 23000 Electricity - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35000 Charges R P Sarathy Institute of Technology Poosaripatty Village Omalur Taluk Salem,District,636305
2000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 18000 Charges Max Transport 36000 Charges,Dharmapuri District,635352
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges,Dharmapuri District,636701
3000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges P S V College of Engineeering and Technology Mittapalli Balinayanapalli Post Elathagiri,Krishnagiri District,635108
108,NADU INDIA. PIN . Bank 19930200000625 Name of the Principal DR P LAWRENCE A/c No. / Dean. Bank FEDERAL BANK Name Address. P.S.V COLLEGE OF ENGINEERING & Distance in KMS TECHNOLOGY MITTAPALLI from Dist.HQ BALINAYANAPALLI ELATHAGIRI Nearest JOLARPET PO KRISHNAGIRI DISTRICT TAMIL Railway Station Distance in KMS KRISHNAGIRI Autonomous No Status,from Nearest Railway Station Taluk BARGUR Minority No Status District,635108
25,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 23920 Charges Bharathiyar Institute of Engineering for Women Deviayakurichi Attur Taluk Salem,District,636112
3,Address. / DEVIYAKURICHI PO Bank 520101074816345 Name of the Principal DR R PUNIDHA ME PHD A/c No. / Dean. Bank UNION BANK OF INDIA Name Distance in KMS THALAIVASAL TK SALEM DT - from Dist.HQ Nearest THALAIVASAL Railway Station Taluk THALAIVASAL Distance in KMS SALEM Minority No Status,from Nearest Railway Station District,636112
60,Hostel EC No - Boys Girls Facilities Accomodation Available No Yes for UG Permanent or Rental Not-Availab Permanent P/R le Type of Mess Not-Availab Both Veg/NV le Mess Bill - Room Rent - Electricity - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 27600 Charges Tagore Institute of Engineering and Technology Deviyakurichi Attur Taluk,Salem District,636112
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 17000 Charges J K K Nataraja College of Engineering and Technology Komarapalayam Amani,Namakkal District,638183
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Annapoorana Engineering College Autonomous Sankari Main Road NH-,Salem District,636308
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 14000 Charges Christ The King Engineering College Cecilia Gardens Chikkarampalayam Village,Coimbatore District,641104
0,Electricity Charges Caution Deposit Establishment Charges Admission 40000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Jai Shriram Engineering College Dharapuram Road Avinashi Palayam,Tiruppur District,638660
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 28000 Charges Knowledge Institute of Technology Autonomous KIOT Campus Kakapalayam,Salem District,637504
16000,Electricity 16000 16000 Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 26000 Charges Builders Engineering college Nathakadaiyur Erode Road Palayakottai Village Kangeyam,Tiruppur District,638108
47,V S A Group of Institutions NH- Uthamasola Puram Post,Salem District,636010
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 24000 Charges Vivekanandha College of Technology for Women Sathinaickenpalayam Elayampalayam,Namakkal District,637205
60,Accomodation Available No Yes IT No - for UG Permanent or Rental Not-Availab Permanent P/R le Type of Mess Not-Availab Both Veg/NV le Mess Bill - Room Rent - Electricity - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Mahendra Institute of Engineering and Technology Mahendrapuri Mallasamudram,Namakkal District,637503
